ticker,date,stock_price,after_hours_price,prev_close_price,day_range,year_range,Market_cap,Avg_vol,PE_Ratio,Dividend_yeld,Primary_exchange
UWMC,2024-04-17,$6.10,$6.15,$6.11,$6.03 - $6.18,$4.49 - $7.75,9.74B USD,2.42M,-,6.56%,NYSE
MRVI,2024-04-17,$7.73,$7.73,$8.14,$7.68 - $8.30,$4.52 - $16.62,1.94B USD,2.53M,-,-,NASDAQ
HBM,2024-04-17,$7.61,$7.58,$7.57,$7.58 - $7.89,$3.94 - $8.11,3.69B CAD,2.61M,-,-,TSE
DXC,2024-04-17,$19.79,$19.79,$19.98,$19.72 - $20.22,$18.61 - $28.89,3.62B USD,2.19M,-,-,NYSE
AMKR,2024-04-17,$30.10,$30.69,$31.21,$29.81 - $31.26,$17.58 - $37.00,7.40B USD,953.76K,20.68,1.05%,NASDAQ
SIRI,2024-04-17,$3.10,$3.09,$3.15,$3.08 - $3.19,$3.08 - $7.95,11.92B USD,18.08M,9.57,3.43%,NASDAQ
DAL,2024-04-17,$47.88,$47.89,$46.55,$47.15 - $48.19,$30.60 - $49.81,30.90B USD,11.02M,6.15,0.84%,NYSE
NYCB,2024-04-17,$2.97,$2.96,$2.92,$2.90 - $3.02,$1.70 - $14.22,2.37B USD,36.45M,-,6.73%,NYSE
BEAM,2024-04-17,$24.31,$24.31,$25.70,$24.14 - $26.14,$16.95 - $49.50,1.99B USD,1.27M,-,-,NASDAQ
SLG,2024-04-17,$49.67,$49.25,$48.32,$48.68 - $50.71,$20.51 - $55.75,3.22B USD,1.20M,NYSE,B,Marc Holliday
RH,2024-04-17,$243.73,$247.45,$243.27,$242.41 - $247.90,$207.26 - $406.38,4.46B USD,997.38K,41.27,-,NYSE
W,2024-04-17,$54.75,$54.84,$55.35,$54.45 - $56.92,$29.51 - $90.71,6.59B USD,3.63M,-,-,NYSE
WDFC,2024-04-17,$231.50,$231.50,$231.92,$228.82 - $233.92,$181.38 - $278.78,3.14B USD,137.73K,46.12,1.52%,NASDAQ
SFNC,2024-04-17,$17.46,$17.46,$17.49,$17.44 - $17.78,$13.36 - $20.82,2.19B USD,456.12K,12.64,4.81%,NASDAQ
UPST,2024-04-17,$22.44,$22.45,$22.54,$22.30 - $23.15,$11.93 - $72.58,1.97B USD,4.67M,-,-,NASDAQ
VLY,2024-04-17,$7.20,$7.20,$7.20,$7.18 - $7.37,$6.39 - $11.22,3.66B USD,6.43M,7.60,6.11%,NASDAQ
ZD,2024-04-17,$50.23,$50.23,$51.05,$50.16 - $51.49,$50.16 - $77.96,2.42B USD,330.04K,-,-,NASDAQ
FIBK,2024-04-17,$24.44,$24.44,$24.37,$24.44 - $24.87,$20.81 - $32.54,2.54B USD,907.89K,9.85,7.69%,NASDAQ
FAF,2024-04-17,$54.99,$54.71,$55.11,$54.89 - $55.70,$49.55 - $65.55,5.69B USD,823.47K,26.53,3.86%,NYSE
MNDY,2024-04-17,$184.76,$183.16,$187.92,$183.67 - $188.80,$108.35 - $239.22,9.04B USD,607.15K,-,-,NASDAQ
FND,2024-04-17,$108.43,$108.43,$108.14,$107.95 - $110.29,$76.30 - $135.67,11.60B USD,1.26M,47.56,-,NYSE
SFBS,2024-04-17,$58.86,$58.86,$59.13,$58.60 - $60.03,$39.27 - $70.84,3.21B USD,187.25K,15.52,2.04%,NYSE
KRC,2024-04-17,$32.40,$32.40,$32.39,$32.36 - $32.92,$25.99 - $43.37,3.80B USD,963.22K,NYSE,C,1947
NSA,2024-04-17,$35.83,$35.83,$35.74,$35.71 - $36.41,$27.86 - $42.54,2.80B USD,849.55K,NYSE,2013,nationalstorageaffiliates.com
DEI,2024-04-17,$12.88,$12.88,$12.76,$12.74 - $13.05,$10.09 - $16.12,2.16B USD,1.62M,NYSE,Jordan L. Kaplan,1971
HXL,2024-04-17,$61.90,$61.90,$61.80,$61.42 - $62.44,$58.81 - $79.08,5.14B USD,933.95K,50.07,0.97%,NYSE
GBCI,2024-04-17,$34.82,$34.82,$34.87,$34.82 - $35.61,$26.77 - $44.06,3.95B USD,634.01K,17.32,3.79%,NYSE
FNF,2024-04-17,$47.02,$47.02,$47.11,$46.85 - $47.54,$32.02 - $53.96,12.85B USD,1.80M,24.65,4.08%,NYSE
IFS,2024-04-17,$21.15,$21.15,$21.47,$20.56 - $21.28,$17.94 - $30.59,2.42B USD,134.44K,8.48,5.58%,NYSE
VERA,2024-04-17,$40.01,$40.01,$42.57,$40.01 - $42.65,$6.07 - $50.78,2.18B USD,1.07M,-,-,NASDAQ
TAL,2024-04-17,$11.62,$11.72,$11.32,$11.39 - $11.89,$5.09 - $15.52,7.42B USD,6.51M,NYSE,Aug 2003,taleducationgroup.gcs-web.com
RVMD,2024-04-17,$36.82,$36.82,$36.25,$36.07 - $37.56,$15.44 - $38.73,6.06B USD,1.67M,-,-,NASDAQ
GDRX,2024-04-17,$6.50,$6.50,$6.52,$6.46 - $6.75,$4.14 - $9.37,2.57B USD,1.17M,-,-,NASDAQ
JANX,2024-04-17,$47.96,$47.89,$50.55,$47.28 - $51.40,$5.65 - $58.69,2.48B USD,700.75K,-,-,NASDAQ
HQY,2024-04-17,$79.87,$79.87,$80.27,$79.72 - $81.86,$48.86 - $84.49,6.88B USD,586.48K,124.66,-,NASDAQ
GL,2024-04-17,$63.23,$64.40,$59.97,$60.16 - $64.36,$38.95 - $132.00,5.95B USD,3.55M,6.28,1.52%,NYSE
LCID,2024-04-17,$2.42,$2.43,$2.40,$2.40 - $2.47,$2.35 - $8.37,5.57B USD,25.98M,-,-,NASDAQ
DNA,2024-04-17,$0.87,$0.89,$0.91,$0.85 - $0.95,$0.85 - $2.55,1.78B USD,22.46M,-,-,NYSE
EBR,2024-04-17,$7.27,$7.27,$7.32,$7.17 - $7.36,$6.45 - $9.11,16.86B USD,1.22M,B,Ivan Monteiro,"Jun 11, 1962"
AAP,2024-04-17,$74.05,$74.05,$71.61,$72.25 - $74.50,$47.73 - $129.90,4.41B USD,2.11M,148.44,1.35%,NYSE
CPRI,2024-04-17,$37.87,$38.00,$38.93,$37.85 - $39.05,$34.17 - $54.52,4.41B USD,1.27M,21.22,-,NYSE
KMPR,2024-04-17,$56.42,$56.42,$56.37,$55.85 - $56.96,$38.32 - $64.69,3.63B USD,390.29K,-,2.20%,NYSE
GEN,2024-04-17,$20.37,$20.37,$20.44,$20.35 - $20.72,$15.45 - $24.37,12.97B USD,3.46M,9.40,2.45%,NASDAQ
DAR,2024-04-17,$41.71,$41.70,$42.38,$41.70 - $42.94,$38.97 - $71.60,6.66B USD,2.06M,10.46,-,NYSE
CNMD,2024-04-17,$72.76,$72.66,$77.46,$72.66 - $77.73,$72.66 - $138.47,2.24B USD,456.13K,35.61,1.10%,NYSE
BLCO,2024-04-17,$14.31,$14.31,$14.07,$14.00 - $14.42,$13.62 - $21.95,5.03B USD,430.23K,-,-,NYSE
GRFS,2024-04-17,$6.58,$6.58,$6.78,$6.48 - $6.84,$5.30 - $12.15,5.48B USD,2.38M,B,Nacho Abia,"Nov 18, 1940"
NMRA,2024-04-17,$10.47,$10.47,$10.96,$10.24 - $11.28,$9.35 - $21.00,1.66B USD,813.55K,-,-,NASDAQ
EXEL,2024-04-17,$22.87,$23.29,$22.82,$22.82 - $23.29,$18.08 - $24.34,6.93B USD,2.19M,35.39,-,NASDAQ
ALKS,2024-04-17,$24.01,$24.01,$23.77,$23.74 - $24.59,$22.01 - $33.71,4.01B USD,2.06M,7.85,-,NASDAQ
CSAN,2024-04-17,$10.92,$10.93,$10.72,$10.82 - $11.09,$10.70 - $17.51,5.11B USD,403.29K,A-,Luis Henrique Guimarães,1936
BIO,2024-04-17,$290.86,$290.86,$292.75,$290.40 - $299.22,$261.59 - $489.36,10.01B USD,172.71K,-,-,NYSE
KMX,2024-04-17,$68.53,$68.53,$69.80,$68.51 - $70.25,$59.66 - $88.22,10.82B USD,2.36M,22.70,-,NYSE
FAST,2024-04-17,$68.48,$68.48,$68.79,$67.88 - $69.23,$52.29 - $79.04,39.21B USD,3.94M,33.92,2.28%,NASDAQ
PRI,2024-04-17,$211.64,$211.64,$213.96,$211.41 - $215.85,$173.00 - $256.56,7.34B USD,139.54K,13.28,1.42%,NYSE
MS,2024-04-17,$90.08,$90.11,$89.14,$89.67 - $91.44,$69.42 - $95.57,147.30B USD,9.28M,16.41,3.77%,NYSE
CRDO,2024-04-17,$18.59,$18.64,$19.38,$18.41 - $19.64,$7.20 - $23.90,3.04B USD,1.86M,-,-,NASDAQ
FRO,2024-04-17,$24.04,$23.90,$24.35,$23.80 - $24.62,$13.35 - $25.14,5.35B USD,1.78M,8.15,9.03%,NYSE
AU,2024-04-17,$23.85,$23.70,$23.29,$23.52 - $24.44,$14.91 - $30.27,10.01B USD,2.69M,NYSE,1944,"Johannesburg, GautengSouth Africa"
CHWY,2024-04-17,$16.54,$16.51,$16.56,$16.20 - $16.82,$15.08 - $40.78,7.19B USD,10.30M,180.55,-,NYSE
GFI,2024-04-17,$17.74,$17.71,$17.44,$17.45 - $18.02,$10.31 - $18.97,16.05B USD,4.78M,1998,"Johannesburg, GautengSouth Africa",goldfields.com
TOST,2024-04-17,$22.75,$22.61,$22.44,$22.23 - $22.95,$13.77 - $27.00,12.47B USD,6.24M,-,-,NYSE
SMTC,2024-04-17,$32.86,$32.92,$32.94,$31.98 - $33.47,$13.13 - $35.80,2.12B USD,3.10M,-,-,NASDAQ
STEP,2024-04-17,$35.37,$35.37,$35.32,$35.12 - $35.83,$19.83 - $38.25,3.91B USD,332.81K,39.40,2.37%,NASDAQ
SITM,2024-04-17,$77.13,$77.13,$78.68,$76.94 - $79.65,$76.69 - $141.99,1.76B USD,203.49K,-,-,NASDAQ
HMY,2024-04-17,$9.08,$9.03,$8.87,$8.90 - $9.26,$3.41 - $9.80,5.80B USD,8.02M,Peter William Steenkamp,1950,"Randfontein, GautengSouth Africa"
SATS,2024-04-17,$14.01,$14.01,$13.88,$13.88 - $14.45,$9.53 - $24.80,3.80B USD,1.62M,-,-,NASDAQ
CACC,2024-04-17,$532.55,$532.55,$537.87,$531.87 - $545.08,$379.77 - $616.66,6.55B USD,64.09K,24.22,-,NASDAQ
KYMR,2024-04-17,$33.76,$33.76,$33.93,$33.17 - $34.41,$9.60 - $45.31,2.06B USD,638.25K,-,-,NASDAQ
LYFT,2024-04-17,$17.31,$17.36,$18.27,$17.22 - $18.75,$7.85 - $20.82,6.92B USD,13.53M,-,-,NASDAQ
TCN,2024-04-17,$10.99,$10.99,$10.95,$10.97 - $11.03,$6.53 - $11.20,4.50B CAD,6.94M,-,-,TSE
CPNG,2024-04-17,$22.63,$22.63,$22.51,$21.79 - $22.89,$13.51 - $22.89,40.58B USD,16.73M,30.00,-,NYSE
JPM,2024-04-17,$180.08,$180.10,$180.80,$179.20 - $182.42,$131.81 - $200.94,517.21B USD,9.61M,10.87,2.55%,NYSE
WFC,2024-04-17,$57.18,$57.17,$56.41,$56.65 - $57.63,$36.40 - $58.44,200.23B USD,18.12M,11.93,2.45%,NYSE
BEKE,2024-04-17,$12.88,$13.00,$12.90,$12.82 - $13.04,$12.44 - $19.95,16.11B USD,8.85M,2001,investors.ke.com,"116,344"
ANET,2024-04-17,$259.27,$259.27,$262.76,$257.02 - $264.64,$131.68 - $307.74,81.06B USD,2.62M,39.39,-,NYSE
AGEN,2024-04-17,$5.40,$5.40,$6.30,$5.38 - $6.52,$5.38 - $42.60,113.11M USD,517.77K,-,-,NASDAQ
CRNX,2024-04-17,$44.01,$44.01,$43.49,$43.26 - $44.31,$15.76 - $49.58,3.43B USD,932.59K,-,-,NASDAQ
ZTS,2024-04-17,$151.94,$152.60,$153.02,$151.24 - $153.18,$148.48 - $201.92,69.43B USD,4.06M,29.96,1.14%,NYSE
VFC,2024-04-17,$12.25,$12.25,$12.57,$12.24 - $12.69,$11.91 - $23.55,4.76B USD,10.81M,-,2.94%,NYSE
PLAY,2024-04-17,$53.82,$53.82,$54.31,$53.23 - $55.26,$31.65 - $69.82,2.17B USD,1.41M,18.69,-,NASDAQ
CVNA,2024-04-17,$69.16,$69.50,$70.64,$67.95 - $73.39,$6.70 - $94.04,13.98B USD,4.39M,30.83,-,NYSE
RIOT,2024-04-17,$7.97,$7.98,$8.06,$7.94 - $8.38,$7.89 - $20.65,2.02B USD,21.22M,-,-,NASDAQ
BUR,2024-04-17,$15.06,$15.06,$14.96,$15.00 - $15.30,$11.78 - $17.70,2.67B GBP,1.18M,-,-,LON
FLYW,2024-04-17,$20.43,$20.43,$20.79,$20.19 - $20.85,$18.65 - $35.80,2.51B USD,1.24M,-,-,NASDAQ
KOF,2024-04-17,$91.99,$91.99,$92.83,$91.46 - $93.99,$69.33 - $104.38,19.34B USD,151.60K,NYSE,C,John Anthony Santa Maria Otazua
ERIC,2024-04-17,$4.93,$4.96,$4.88,$4.85 - $4.98,$4.33 - $6.36,16.95B USD,18.04M,A,Börje Ekholm,1876
ITUB,2024-04-17,$6.05,$6.03,$6.00,$5.94 - $6.06,$4.85 - $7.27,55.30B USD,15.30M,B,Milton Maluhy Filho,"Nov 4, 2008"
MPW,2024-04-17,$4.77,$4.77,$4.62,$4.65 - $4.86,$2.92 - $10.74,2.86B USD,19.85M,NYSE,C,Edward K Aldag Jr
WNS,2024-04-17,$45.98,$45.98,$47.39,$45.44 - $47.88,$45.44 - $92.35,2.15B USD,387.46K,NYSE,Keshav R Murugesh,1996
AI,2024-04-17,$20.60,$20.63,$20.50,$20.34 - $21.11,$16.79 - $48.87,2.51B USD,5.29M,-,-,NYSE
QS,2024-04-17,$5.56,$5.60,$5.45,$5.48 - $5.73,$4.99 - $13.86,2.76B USD,5.79M,-,-,NYSE
CRM,2024-04-17,$276.32,$275.10,$277.41,$274.84 - $278.97,$190.57 - $318.71,267.48B USD,5.58M,65.74,0.58%,NYSE
TEAM,2024-04-17,$195.07,$195.07,$194.85,$194.96 - $198.38,$128.02 - $258.69,50.60B USD,1.72M,-,-,NASDAQ
BMA,2024-04-17,$48.09,$48.09,$48.03,$46.16 - $48.44,$16.49 - $54.67,3.83B USD,386.46K,Gustavo Alejandro Manriquez,1976,macro.com.ar
DUOL,2024-04-17,$194.66,$207.41,$198.17,$194.36 - $200.75,$116.82 - $245.87,8.35B USD,526.31K,563.64,-,NASDAQ
JWN,2024-04-17,$17.95,$17.92,$17.71,$17.63 - $18.02,$12.88 - $23.53,2.93B USD,5.01M,21.89,4.23%,NYSE
BHVN,2024-04-17,$44.03,$42.40,$43.77,$42.55 - $45.60,$12.35 - $62.21,3.60B USD,1.45M,-,-,NYSE
EXAS,2024-04-17,$63.22,$63.22,$63.86,$62.88 - $66.74,$56.05 - $100.77,11.48B USD,2.82M,-,-,NASDAQ
MTB,2024-04-17,$139.04,$139.04,$137.39,$137.76 - $140.16,$108.53 - $148.23,23.17B USD,1.20M,9.41,3.74%,NYSE
WIRE,2024-04-17,$287.23,$287.07,$289.70,$286.33 - $290.00,$138.20 - $295.90,4.53B USD,316.33K,13.28,0.03%,NASDAQ
BLKB,2024-04-17,$77.52,$77.52,$78.26,$77.20 - $78.80,$64.32 - $88.56,4.15B USD,295.45K,"2,288.08",-,NASDAQ
HGTY,2024-04-17,$8.62,$8.62,$8.91,$8.61 - $8.92,$7.52 - $10.36,2.89B USD,55.06K,184.74,-,NYSE
IMVT,2024-04-17,$28.43,$28.43,$30.40,$28.23 - $30.35,$15.06 - $45.58,4.13B USD,1.19M,-,-,NASDAQ
AA,2024-04-17,$35.55,$36.65,$36.09,$35.21 - $37.48,$23.07 - $42.23,6.38B USD,6.51M,-,1.13%,NYSE
NOK,2024-04-17,$3.33,$3.36,$3.33,$3.30 - $3.36,$2.94 - $4.83,18.93B USD,15.64M,A-,Pekka Lundmark,"May 12, 1865"
BBD,2024-04-17,$2.65,$2.66,$2.66,$2.60 - $2.67,$2.60 - $3.68,26.29B USD,14.54M,B,"Mar 10, 1943","Osasco, State of São PauloBrazil"
LYV,2024-04-17,$91.82,$91.82,$92.21,$91.55 - $94.53,$64.96 - $107.24,21.19B USD,2.19M,67.15,-,NYSE
LLYVK,2024-04-17,$37.64,$37.64,$37.50,$37.48 - $38.47,$29.63 - $44.16,26.92B USD,302.84K,-,-,Stefano Domenicali
ASAI,2024-04-17,$12.27,$12.27,$12.36,$12.08 - $12.49,$10.44 - $15.25,3.30B USD,246.84K,B,1974,assai.com.br
BCC,2024-04-17,$137.80,$137.80,$138.91,$137.21 - $140.78,$64.39 - $154.67,5.45B USD,351.01K,11.37,0.58%,NYSE
NTRS,2024-04-17,$81.23,$81.23,$79.56,$80.50 - $82.26,$62.44 - $89.25,16.57B USD,1.75M,17.98,3.69%,NASDAQ
MT,2024-04-17,$25.11,$24.81,$25.18,$24.96 - $25.39,$21.30 - $30.15,21.46B USD,1.59M,A-,Aditya Mittal,2006
MNSO,2024-04-17,$20.56,$20.56,$19.02,$19.60 - $20.66,$14.46 - $29.92,6.89B USD,1.81M,2013,miniso.com,"4,964"
TXG,2024-04-17,$29.16,$26.99,$30.80,$29.12 - $31.14,$29.12 - $63.57,3.47B USD,1.39M,-,-,NASDAQ
ARCH,2024-04-17,$164.30,$163.04,$165.92,$163.53 - $169.00,$102.42 - $187.60,3.00B USD,655.64K,6.79,0.61%,NYSE
SMPL,2024-04-17,$32.74,$32.74,$33.00,$32.47 - $33.09,$30.00 - $43.00,3.27B USD,1.10M,23.51,-,NASDAQ
SE,2024-04-17,$55.63,$55.75,$56.38,$54.88 - $56.94,$34.35 - $88.39,31.53B USD,6.07M,NYSE,Forrest Li,"May 8, 2009"
VCTR,2024-04-17,$44.66,$44.66,$44.62,$43.91 - $45.38,$27.73 - $45.38,2.87B USD,386.76K,14.29,3.00%,NASDAQ
DSGX,2024-04-17,$90.54,$90.51,$90.90,$90.00 - $91.75,$69.59 - $94.54,7.73B USD,154.51K,67.82,-,"May 22, 1981"
AVDL,2024-04-17,$17.99,$17.90,$18.09,$17.40 - $18.47,$9.50 - $18.85,1.63B USD,953.00K,NASDAQ,Gregory J. Divis,1990
CEIX,2024-04-17,$85.52,$85.52,$88.40,$85.48 - $89.50,$53.40 - $114.30,2.53B USD,616.98K,4.32,-,NYSE
AMR,2024-04-17,$342.18,$342.18,$349.17,$341.09 - $361.17,$132.72 - $452.00,4.45B USD,272.71K,6.94,0.58%,NYSE
UNH,2024-04-17,$478.99,$479.60,$468.89,$474.59 - $488.00,$436.38 - $554.70,441.60B USD,4.72M,29.23,1.57%,NYSE
CAMT,2024-04-17,$80.36,$80.36,$83.51,$79.89 - $83.52,$24.89 - $90.54,3.63B USD,389.55K,49.94,1.66%,NASDAQ
ITCI,2024-04-17,$76.69,$75.00,$79.84,$76.50 - $83.25,$45.50 - $84.89,7.42B USD,834.56K,-,-,NASDAQ
SMCI,2024-04-17,$960.08,$965.00,$976.30,"$949.41 - $1,020.33","$93.19 - $1,229.00",56.21B USD,7.06M,75.04,-,NASDAQ
ENV,2024-04-17,$62.20,$63.07,$61.80,$60.58 - $63.26,$33.12 - $68.83,3.42B USD,556.17K,-,-,NYSE
HCC,2024-04-17,$65.05,$65.00,$68.22,$65.00 - $69.33,$31.97 - $69.97,3.40B USD,938.30K,7.07,0.49%,NYSE
BTU,2024-04-17,$24.03,$24.07,$24.09,$24.03 - $24.84,$17.71 - $27.24,3.06B USD,3.25M,4.88,1.25%,NYSE
JBI,2024-04-17,$14.91,$14.91,$14.93,$14.64 - $15.03,$8.66 - $15.86,2.19B USD,1.14M,16.14,-,NYSE
SNAP,2024-04-17,$10.90,$10.90,$10.41,$10.43 - $11.45,$7.86 - $17.90,17.99B USD,23.02M,-,-,NYSE
CSX,2024-04-17,$34.16,$35.15,$34.84,$33.92 - $34.78,$29.03 - $40.12,66.87B USD,11.44M,18.51,1.41%,NASDAQ
UAL,2024-04-17,$48.74,$48.55,$41.50,$44.11 - $49.14,$33.68 - $58.23,15.99B USD,8.62M,6.02,-,NASDAQ
RXO,2024-04-17,$19.23,$19.47,$20.50,$19.21 - $20.28,$16.94 - $24.33,2.26B USD,576.10K,574.20,-,NYSE
ARCB,2024-04-17,$140.00,$140.00,$149.25,$136.43 - $146.97,$82.18 - $153.60,3.29B USD,358.65K,24.26,0.34%,NASDAQ
JBHT,2024-04-17,$168.13,$168.13,$182.99,$160.07 - $172.67,$160.07 - $219.51,17.37B USD,673.71K,26.66,1.02%,NASDAQ
TRV,2024-04-17,$206.58,$206.50,$223.12,$202.60 - $209.82,$157.33 - $232.75,47.32B USD,1.15M,16.16,1.94%,NYSE
RMD,2024-04-17,$173.83,$175.00,$184.86,$172.19 - $183.40,$132.24 - $243.52,25.57B USD,1.03M,28.80,1.10%,NYSE
ADSK,2024-04-17,$214.92,$217.64,$228.24,$207.43 - $219.50,$188.38 - $279.53,45.97B USD,1.31M,51.24,-,NASDAQ
ARM,2024-04-17,$107.56,$107.20,$122.22,$107.01 - $122.68,$46.50 - $164.00,110.58B USD,8.69M,NASDAQ,Rene Haas,"Nov 27, 1990"
MLCO,2024-04-17,$6.40,$6.38,$6.89,$6.30 - $6.89,$6.30 - $14.46,2.84B USD,2.44M,NASDAQ,B,Lawrence Ho Yau Lung
PLD,2024-04-17,$106.49,$106.99,$114.74,$105.56 - $111.50,$96.64 - $137.52,98.51B USD,3.28M,NYSE,B,1983
TIXT,2024-04-17,$7.94,$7.94,$8.43,$7.93 - $8.52,$6.03 - $21.75,3.03B CAD,152.41K,-,-,TSE
PWSC,2024-04-17,$17.79,$17.60,$19.73,$17.43 - $19.59,$16.41 - $25.16,3.61B USD,616.20K,-,-,NYSE
LSCC,2024-04-17,$70.22,$70.00,$75.07,$70.16 - $75.46,$51.96 - $98.30,9.66B USD,1.56M,37.89,-,NASDAQ
TFII,2024-04-17,$144.33,$144.33,$154.64,$141.40 - $153.90,$100.96 - $162.13,16.81B CAD,217.06K,-,-,TSE
ASML,2024-04-17,$907.61,$909.09,$976.92,$895.84 - $942.83,"$564.00 - $1,056.34",360.18B USD,1.03M,B,Peter Wennink,1984
ALK,2024-04-17,$42.72,$42.55,$40.80,$41.30 - $42.95,$30.75 - $57.18,5.37B USD,2.30M,23.40,-,NYSE
SUN,2024-04-17,$54.00,$54.25,$51.13,$51.12 - $54.11,$41.95 - $64.89,4.56B USD,325.88K,NYSE,Joseph Kim,1886
INSP,2024-04-17,$243.51,$243.01,$221.63,$227.00 - $248.50,$123.27 - $330.00,7.38B USD,436.64K,-,-,NYSE
JBLU,2024-04-17,$6.83,$6.84,$6.53,$6.55 - $6.98,$3.42 - $9.45,2.32B USD,11.79M,-,-,NASDAQ
NS,2024-04-17,$21.48,$21.48,$20.36,$20.39 - $21.56,$14.70 - $24.50,2.72B USD,598.98K,NYSE,Bradley C Barron,"Apr 16, 2001"
TSLA,2024-04-18,$149.93,$150.20,$155.45,$148.70 - $152.20,$148.70 - $299.29,469.80B USD,94.73M,34.84,-,NASDAQ
AMD,2024-04-18,$155.08,$154.67,$154.02,$152.32 - $156.96,$81.02 - $227.30,250.63B USD,68.80M,295.09,-,NASDAQ
INTC,2024-04-18,$35.04,$35.05,$35.68,$34.77 - $35.66,$26.86 - $51.28,149.16B USD,49.85M,87.38,1.43%,NASDAQ
F,2024-04-18,$12.06,$12.07,$12.04,$11.98 - $12.17,$9.63 - $15.42,48.15B USD,48.86M,11.21,4.98%,NYSE
NIO,2024-04-18,$4.00,$4.00,$3.91,$3.85 - $4.09,$3.71 - $16.18,8.35B USD,52.52M,NYSE,William Li,2014
NVDA,2024-04-18,$846.71,$845.26,$840.35,$824.02 - $861.90,$262.25 - $974.00,2.12T USD,53.37M,70.96,0.02%,NASDAQ
AMZN,2024-04-18,$179.22,$178.78,$181.28,$178.65 - $182.39,$101.15 - $189.77,1.86T USD,35.83M,61.80,-,NASDAQ
PLTR,2024-04-18,$21.13,$21.05,$21.31,$20.70 - $21.43,$7.28 - $27.50,46.73B USD,51.63M,231.41,-,NYSE
RIVN,2024-04-18,$8.83,$8.83,$8.74,$8.38 - $9.08,$8.26 - $28.06,8.63B USD,47.25M,-,-,NASDAQ
AAPL,2024-04-18,$167.04,$166.92,$168.00,$166.55 - $168.64,$162.80 - $199.62,2.58T USD,64.75M,25.99,0.57%,NASDAQ
PFE,2024-04-18,$25.39,$25.35,$25.42,$25.23 - $25.46,$25.23 - $40.56,143.77B USD,40.28M,67.92,6.62%,NYSE
GOLD,2024-04-18,$16.98,$16.96,$16.70,$16.68 - $17.03,$13.76 - $20.75,29.72B USD,26.37M,-,-,B
WBD,2024-04-18,$8.31,$8.32,$8.23,$8.19 - $8.39,$8.02 - $14.76,20.27B USD,28.98M,-,-,NASDAQ
MARA,2024-04-18,$15.03,$15.05,$14.63,$14.46 - $15.82,$7.16 - $34.09,4.02B USD,51.60M,11.16,-,NASDAQ
CCL,2024-04-18,$14.18,$14.15,$14.12,$14.16 - $14.56,$8.70 - $19.74,17.74B USD,33.76M,55.19,-,NYSE
PLUG,2024-04-18,$2.71,$2.71,$2.73,$2.62 - $2.79,$2.26 - $13.44,1.85B USD,27.71M,-,-,NASDAQ
ABEV,2024-04-18,$2.28,$2.28,$2.26,$2.23 - $2.29,$2.23 - $3.23,36.11B USD,14.42M,C,Jean Jereissati,"Jul 1, 1999"
AAL,2024-04-18,$14.02,$14.01,$13.89,$13.96 - $14.34,$10.86 - $19.08,9.18B USD,29.80M,11.62,-,NASDAQ
PARA,2024-04-18,$10.97,$11.00,$10.81,$10.76 - $11.18,$10.12 - $24.00,7.57B USD,21.73M,-,1.82%,NASDAQ
SOFI,2024-04-18,$7.13,$7.15,$7.16,$7.07 - $7.38,$4.45 - $11.70,7.53B USD,48.19M,-,-,NASDAQ
GRAB,2024-04-18,$3.39,$3.40,$3.21,$3.23 - $3.42,$2.67 - $3.92,13.37B USD,26.69M,-,-,NASDAQ
BAC,2024-04-18,$35.77,$35.76,$35.22,$35.18 - $35.99,$24.96 - $38.35,282.25B USD,41.90M,12.35,2.68%,NYSE
T,2024-04-18,$16.33,$16.29,$16.12,$16.09 - $16.35,$13.43 - $19.83,116.81B USD,36.53M,8.30,6.80%,NYSE
BCS,2024-04-18,$9.24,$9.24,$9.10,$9.15 - $9.31,$6.23 - $9.98,34.16B USD,18.05M,A-,1896,"London, Greater LondonUnited Kingdom"
KGC,2024-04-18,$6.51,$6.51,$6.42,$6.40 - $6.55,$4.32 - $6.81,7.96B USD,16.68M,19.34,1.84%,C
EXLS,2024-04-18,$29.12,$29.12,$29.41,$29.05 - $29.56,$25.17 - $35.94,4.83B USD,1.21M,26.53,-,NASDAQ
STVN,2024-04-18,$28.40,$28.71,$28.86,$27.31 - $29.11,$23.00 - $36.30,8.57B USD,464.67K,48.39,0.20%,NYSE
USAC,2024-04-18,$25.15,$25.15,$24.97,$25.02 - $25.50,$18.48 - $28.47,2.59B USD,311.39K,NYSE,1998,"Austin, TexasUnited States"
APGE,2024-04-18,$48.35,$48.35,$51.50,$48.00 - $52.31,$14.19 - $72.29,2.83B USD,843.56K,-,-,NASDAQ
SIG,2024-04-18,$93.98,$93.98,$96.46,$93.95 - $97.87,$57.10 - $109.17,4.18B USD,912.09K,6.54,1.23%,NYSE
RNAC,2024-04-18,$17.28,$17.28,$18.50,$16.90 - $18.66,$11.67 - $42.60,307.23M USD,73.47K,-,-,NASDAQ
BLMN,2024-04-18,$27.03,$27.03,$26.91,$26.81 - $27.28,$22.03 - $30.13,2.35B USD,1.31M,10.54,3.55%,NASDAQ
DAY,2024-04-18,$60.95,$60.95,$61.34,$60.43 - $61.79,$57.97 - $74.66,9.54B USD,1.30M,-,-,NYSE
CABO,2024-04-18,$398.30,$398.30,$393.60,$397.09 - $413.18,$373.37 - $768.75,2.24B USD,99.87K,8.82,2.96%,NYSE
